0.00499, 0.00596885, 0.207797
0.00998, 0.010174, 0.207411
0.01497, 0.0143753, 0.206825
0.01996, 0.0185724, 0.20604
0.02495, 0.0227649, 0.205058
0.02994, 0.0269521, 0.203881
0.03493, 0.0311332, 0.202511
0.03992, 0.0353071, 0.200952
0.04491, 0.0394724, 0.199206
0.0499, 0.0436275, 0.197276
0.05489, 0.0477705, 0.195167
0.05988, 0.051899, 0.192882
0.06487, 0.0560105, 0.190424
0.06986, 0.0601021, 0.187798
0.07485, 0.0641706, 0.185007
0.07984, 0.0682123, 0.182055
0.08483, 0.0722233, 0.178945
0.08982, 0.0761994, 0.175682
0.09481, 0.080136, 0.172269
0.0998, 0.0840282, 0.16871
0.10479, 0.0878706, 0.165007
0.10978, 0.0916577, 0.161165
0.11477, 0.0953836, 0.157187
0.11976, 0.0990419, 0.153077
0.12475, 0.102626, 0.148836
0.12974, 0.10613, 0.14447
0.13473, 0.109545, 0.139981
0.13972, 0.112866, 0.135373
0.14471, 0.116083, 0.13065
0.1497, 0.11919, 0.125815
0.15469, 0.122178, 0.120875
0.15968, 0.12504, 0.115832
0.16467, 0.127767, 0.110692
0.16966, 0.130352, 0.10546
0.17465, 0.132786, 0.100143
0.17964, 0.135062, 0.0947474
0.18463, 0.137171, 0.0892794
0.18962, 0.139107, 0.083747
0.19461, 0.140861, 0.0781582
0.1996, 0.142428, 0.0725219
0.20459, 0.143801, 0.0668472
0.20958, 0.144973, 0.0611441
0.21457, 0.145941, 0.0554228
0.21956, 0.146698, 0.0496944
0.22455, 0.147242, 0.04397
0.22954, 0.14757, 0.0382615
0.23453, 0.147678, 0.0325809
0.23952, 0.147566, 0.0269407
0.24451, 0.147234, 0.0213534
0.2495, 0.14668, 0.0158319
0.25449, 0.145908, 0.010389
0.25948, 0.144919, 0.00503753
0.26447, 0.143717, -0.000209645
0.26946, 0.142305, -0.00533989
0.27445, 0.140689, -0.0103407
0.27944, 0.138875, -0.0152001
0.28443, 0.13687, -0.019906
0.28942, 0.134681, -0.0244472
0.29441, 0.132318, -0.0288128
0.2994, 0.129788, -0.0329922
0.30439, 0.127103, -0.0369758
0.30938, 0.124273, -0.0407542
0.31437, 0.121308, -0.0443189
0.31936, 0.118221, -0.0476619
0.32435, 0.115024, -0.0507761
0.32934, 0.111729, -0.0536548
0.33433, 0.108349, -0.0562924
0.33932, 0.104897, -0.0586836
0.34431, 0.101388, -0.0608241
0.3493, 0.0978331, -0.0627101
0.35429, 0.0942474, -0.0643388
0.35928, 0.0906443, -0.0657076
0.36427, 0.0870376, -0.066815
0.36926, 0.083441, -0.0676599
0.37425, 0.0798681, -0.0682418
0.37924, 0.0763324, -0.0685608
0.38423, 0.0728472, -0.0686175
0.38922, 0.0694258, -0.0684131
0.39421, 0.0660809, -0.067949
0.3992, 0.0628253, -0.0672273
0.40419, 0.0596713, -0.0662502
0.40918, 0.0566308, -0.0650205
0.41417, 0.0537154, -0.063541
0.41916, 0.0509363, -0.0618149
0.42415, 0.0483043, -0.0598454
0.42914, 0.0458295, -0.057636
0.43413, 0.0435218, -0.0551902
0.43912, 0.0413902, -0.0525115
0.44411, 0.0394433, -0.0496032
0.4491, 0.037689, -0.0464688
0.45409, 0.0361343, -0.0431113
0.45908, 0.0347855, -0.0395338
0.46407, 0.0336483, -0.0357389
0.46906, 0.0327269, -0.031729
0.47405, 0.0320249, -0.0275061
0.47904, 0.0315446, -0.0230717
0.48403, 0.0312868, -0.0184269
0.48902, 0.0312513, -0.0135724
0.49401, 0.0314359, -0.00850834
0.499, 0.0318368, -0.00323434
0.50399, 0.0324484, 0.00225042
0.50898, 0.0332628, 0.00794713
0.51397, 0.0342697, 0.0138574
0.51896, 0.0354562, 0.0199828
0.52395, 0.0368067, 0.0263253
0.52894, 0.0383022, 0.0328863
0.53393, 0.0399206, 0.0396669
0.53892, 0.0416361, 0.0466671
0.54391, 0.0434191, 0.0538859
0.5489, 0.0452362, 0.06132
0.55389, 0.04705, 0.0689637
0.55888, 0.0488189, 0.0768082
0.56387, 0.050498, 0.0848405
0.56886, 0.0520386, 0.0930425
0.57385, 0.0533894, 0.10139
0.57884, 0.0544969, 0.109854
0.58383, 0.0553068, 0.118394
0.58882, 0.0557651, 0.126965
0.59381, 0.0558198, 0.135511
0.5988, 0.055423, 0.143967
0.60379, 0.0545329, 0.152261
0.60878, 0.0531157, 0.16031
0.61377, 0.0511487, 0.168026
0.61876, 0.0486214, 0.175316
0.62375, 0.0455383, 0.182084
0.62874, 0.0419193, 0.188232
0.63373, 0.037801, 0.193669
0.63872, 0.0332362, 0.198309
0.64371, 0.028293, 0.202079
0.6487, 0.0230525, 0.204918
0.65369, 0.0176065, 0.206782
0.65868, 0.0120534, 0.207649
0.66367, 0.00649465, 0.207515
0.66866, 0.00103047, 0.206397
0.67365, -0.00424426, 0.204332
0.67864, -0.00924355, 0.201375
0.68363, -0.0138933, 0.197594
0.68862, -0.0181335, 0.193073
0.69361, -0.0219195, 0.187901
0.6986, -0.0252224, 0.182173
0.70359, -0.0280287, 0.175985
0.70858, -0.0303392, 0.169434
0.71357, -0.0321672, 0.162609
0.71856, -0.0335368, 0.155596
0.72355, -0.0344806, 0.148472
0.72854, -0.0350373, 0.141308
0.73353, -0.0352503, 0.134165
0.73852, -0.0351649, 0.127095
0.74351, -0.0348274, 0.120144
0.7485, -0.0342833, 0.113348
0.75349, -0.0335763, 0.106738
0.75848, -0.0327475, 0.100339
0.76347, -0.0318346, 0.0941706
0.76846, -0.0308717, 0.0882473
0.77345, -0.0298888, 0.0825807
0.77844, -0.0289119, 0.0771791
0.78343, -0.0279631, 0.0720484
0.78842, -0.0270603, 0.0671926
0.79341, -0.0262178, 0.062614
0.7984, -0.0254462, 0.0583137
0.80339, -0.0247528, 0.0542917
0.80838, -0.0241417, 0.0505471
0.81337, -0.0236143, 0.0470784
0.81836, -0.0231691, 0.0438831
0.82335, -0.0228026, 0.0409583
0.82834, -0.0225091, 0.0383004
0.83333, -0.022281, 0.0359049
0.83832, -0.0221093, 0.0337667
0.84331, -0.0219837, 0.0318798
0.8483, -0.0218927, 0.0302375
0.85329, -0.0218243, 0.028832
0.85828, -0.0217655, 0.0276546
0.86327, -0.0217035, 0.0266955
0.86826, -0.0216253, 0.025944
0.87325, -0.0215179, 0.0253882
0.87824, -0.0213691, 0.0250152
0.88323, -0.0211671, 0.0248111
0.88822, -0.0209011, 0.0247612
0.89321, -0.0205615, 0.0248497
0.8982, -0.02014, 0.0250604
0.90319, -0.0196298, 0.0253762
0.90818, -0.0190256, 0.0257798
0.91317, -0.0183241, 0.0262537
0.91816, -0.0175238, 0.0267804
0.92315, -0.0166251, 0.0273427
0.92814, -0.0156304, 0.0279237
0.93313, -0.014544, 0.0285076
0.93812, -0.0133722, 0.0290794
0.94311, -0.012123, 0.0296255
0.9481, -0.0108059, 0.0301338
0.95309, -0.00943222, 0.0305938
0.95808, -0.0080142, 0.0309971
0.96307, -0.00656524, 0.0313372
0.96806, -0.00509949, 0.0316101
0.97305, -0.00363151, 0.0318137
0.97804, -0.00217606, 0.0319485
0.98303, -0.000747791, 0.0320172
0.98802, 0.000639095, 0.0320248
0.99301, 0.00197107, 0.0319785
0.998, 0.00323556, 0.0318876
1.00299, 0.00442116, 0.031763
1.00798, 0.00551786, 0.0316177
1.01297, 0.00651718, 0.0314657
1.01796, 0.00741233, 0.0313227
1.02295, 0.00819825, 0.031205
1.02794, 0.00887171, 0.0311297
1.03293, 0.00943125, 0.0311144
1.03792, 0.00987722, 0.0311769
1.04291, 0.0102116, 0.031335
1.0479, 0.0104381, 0.0316061
1.05289, 0.0105618, 0.0320073
1.05788, 0.0105889, 0.032555
1.06287, 0.0105272, 0.0332648
1.06786, 0.0103849, 0.0341512
1.07285, 0.0101712, 0.035228
