0.00499, 0.00162639, 0.119945
0.00998, 0.00277193, 0.11984
0.01497, 0.00391656, 0.11968
0.01996, 0.0050602, 0.119467
0.02495, 0.00620274, 0.1192
0.02994, 0.00734403, 0.118879
0.03493, 0.00848384, 0.118507
0.03992, 0.00962191, 0.118083
0.04491, 0.0107579, 0.117609
0.0499, 0.0118914, 0.117085
0.05489, 0.0130219, 0.116512
0.05988, 0.0141488, 0.115892
0.06487, 0.0152715, 0.115227
0.06986, 0.0163894, 0.114517
0.07485, 0.0175014, 0.113763
0.07984, 0.0186068, 0.112968
0.08483, 0.0197046, 0.112133
0.08982, 0.0207937, 0.111259
0.09481, 0.0218728, 0.110348
0.0998, 0.0229409, 0.109401
0.10479, 0.0239965, 0.108421
0.10978, 0.0250382, 0.10741
0.11477, 0.0260645, 0.106368
0.11976, 0.027074, 0.105298
0.12475, 0.0280649, 0.104201
0.12974, 0.0290355, 0.10308
0.13473, 0.0299842, 0.101937
0.13972, 0.0309091, 0.100773
0.14471, 0.0318083, 0.0995908
0.1497, 0.0326801, 0.0983921
0.15469, 0.0335224, 0.0971792
0.15968, 0.0343334, 0.0959542
0.16467, 0.035111, 0.0947194
0.16966, 0.0358534, 0.0934772
0.17465, 0.0365585, 0.0922299
0.17964, 0.0372245, 0.0909799
0.18463, 0.0378494, 0.0897298
0.18962, 0.0384312, 0.0884821
0.19461, 0.0389682, 0.0872395
0.1996, 0.0394586, 0.0860047
0.20459, 0.0399005, 0.0847804
0.20958, 0.0402924, 0.0835695
0.21457, 0.0406325, 0.0823749
0.21956, 0.0409193, 0.0811996
0.22455, 0.0411515, 0.0800464
0.22954, 0.0413275, 0.0789185
0.23453, 0.0414463, 0.077819
0.23952, 0.0415067, 0.0767509
0.24451, 0.0415076, 0.0757173
0.2495, 0.0414481, 0.0747214
0.25449, 0.0413274, 0.0737662
0.25948, 0.0411448, 0.0728549
0.26447, 0.0408997, 0.0719905
0.26946, 0.0405918, 0.0711759
0.27445, 0.0402207, 0.0704142
0.27944, 0.0397861, 0.0697082
